entry_time,entry_price,exit_time,exit_price,side,gross_pnl,spread_cost,commission,slippage,net_pnl
2025-06-30T16:00:00Z,143.952838,2025-07-02T00:00:00Z,143.575367,-1,55.226420753164724,9.03073546907078,9.98688907404521,19.973833374511177,1.2574090453371651
2025-07-07T08:00:00Z,145.402192,2025-07-08T16:00:00Z,146.597191,1,111.16715647881162,8.937371887597772,10.037334910846521,20.07478098884952,56.98915612107861
2025-07-08T20:00:00Z,146.830619,2025-07-09T12:00:00Z,146.2203332857143,1,9.64923419372793,8.896457058047588,10.027366203191576,20.077182117176484,-46.72606668587496
2025-07-10T16:00:00Z,146.67246100000003,2025-07-10T16:00:00Z,146.0316395714286,1,0.0,8.860182498216295,9.97466057322736,19.964172136480872,-48.60820902486085
2025-07-11T04:00:00Z,147.15694499999998,2025-07-14T08:00:00Z,147.153634,1,28.44553101112474,8.783655656641413,9.942779930933689,19.88558830739839,-25.050642226420425
2025-07-14T12:00:00Z,147.618406,2025-07-15T20:00:00Z,148.628158,1,96.43025740421922,8.729758678654902,9.946773127310363,19.893642684878134,42.885049253804226
2025-07-16T00:00:00Z,148.986773,2025-07-16T12:00:00Z,148.42941585714286,1,-0.9350573449350303,8.682675345819078,9.932185424759172,19.872105853786476,-42.145447422936705
2025-07-20T20:00:00Z,148.18497200000002,2025-07-21T08:00:00Z,147.56986485714287,1,8.354151346664892,8.688317400531488,9.883122674451023,19.787241880445826,-45.99988022055214
2025-07-29T08:00:00Z,148.787574,2025-07-30T00:00:00Z,148.17000257142857,1,-10.264113123887991,8.6086110071318,9.832277932015325,19.666901606469963,-45.76077155407454
2025-07-30T16:00:00Z,149.285071,2025-07-30T16:00:00Z,148.6533567142857,1,0.0,8.53578332548187,9.781299474245712,19.57596547866012,-46.317202346929875
2025-07-31T00:00:00Z,149.433219,2025-07-31T00:00:00Z,148.76904042857143,1,0.0,8.482763467540531,9.729150893148962,19.473684336352775,-48.149526474904135
2025-08-06T16:00:00Z,147.04074699999998,2025-08-06T20:00:00Z,147.71167557142854,-1,5.012436822093252,8.573905090423413,9.71992037038386,19.418575967487424,-49.16523290132499
2025-08-07T00:00:00Z,146.98180599999998,2025-08-07T00:00:00Z,147.60998457142856,-1,-0.0,8.529569790571138,9.66438937464737,19.315407626974277,-46.099936087787604
2025-08-15T00:00:00Z,147.890678,2025-08-15T00:00:00Z,147.23057085714285,1,0.0,8.43238905662238,9.571450727845006,19.158128478521228,-47.549869388238356
