entry_time,entry_price,exit_time,exit_price,side,gross_pnl,spread_cost,commission,slippage,net_pnl
2026-05-13T05:00:00Z,100.85574,2026-05-13T10:00:00Z,101.19369,1,56.516366842383725,2.974545623283315,10.016754128223145,20.03356477281313,25.98312525395247
2026-05-15T03:00:00Z,102.49239,2026-05-15T08:00:00Z,103.64853000000001,-1,-72.35103036348247,2.359272729243989,8.105710848954448,16.21134934687853,-97.03503119598615
2026-05-19T12:00:00Z,103.84103999999999,2026-05-19T17:00:00Z,103.80869,-1,24.425039417871677,2.7138932686524484,9.39232007474164,18.7846645745227,-4.116661050769382
2026-05-20T07:00:00Z,102.87776000000001,2026-05-20T09:00:00Z,101.70240285714287,1,-58.14340150186302,2.5279739783418265,8.619555469796506,17.260163666125212,-105.46993477897705
2026-05-20T10:00:00Z,102.43732,2026-05-20T10:00:00Z,101.28339142857143,1,0.0,2.545808139648331,8.6438974228301,17.36580592325448,-104.36889371493822
2026-05-26T05:00:00Z,91.893,2026-05-26T08:00:00Z,92.95907142857142,-1,-40.86612928371374,2.724408618914232,8.39354294373582,16.750572325291003,-103.14526866442935
2026-05-26T09:00:00Z,93.0918,2026-05-26T13:00:00Z,94.09465714285714,-1,41.04223545123948,2.863411775667825,8.933198427139963,17.750289597364848,-102.45555880458109
2026-05-27T04:00:00Z,92.18708,2026-05-27T07:00:00Z,91.06100857142856,1,-47.059180745342566,2.521027539929056,7.699557965465504,15.428688544365821,-100.367752205752
2026-05-27T08:00:00Z,91.18608,2026-05-27T08:00:00Z,90.33108,1,0.0,3.07832479632616,9.312812909778383,18.691588163292444,-94.68396678136902
2026-05-27T09:00:00Z,90.24514,2026-05-27T12:00:00Z,89.28514000000001,1,36.63428618317772,2.892180488145644,8.653899547455405,17.41671089961307,-99.00549411539382
2026-06-02T09:00:00Z,90.72562,2026-06-02T14:00:00Z,92.14275,1,139.89305132674988,2.5747187360751584,7.847243641242074,15.694627175535475,115.69266379467743
2026-06-04T09:00:00Z,94.95984999999999,2026-06-04T11:00:00Z,94.03734999999999,1,2.9252256960424394,2.9252256960423284,9.21432443200085,18.500102377003696,-96.8277019684947
2026-06-15T19:00:00Z,80.76414,2026-06-16T01:00:00Z,81.3963,-1,-43.92371496705699,2.994798747753901,8.093964710787027,16.187885497859085,-69.20053764546512
2026-06-22T06:00:00Z,75.37028000000001,2026-06-22T11:00:00Z,75.21969,1,2.987636276285966,2.9876362762858526,7.498467620279971,14.996938228196218,-20.61516509157144
2026-06-26T01:00:00Z,71.69322,2026-06-26T06:00:00Z,70.95587,-1,100.52149344372542,3.3138953882546964,7.878736024828819,15.757572571151082,75.57151722525415
2026-06-26T08:00:00Z,69.94486,2026-06-26T08:00:00Z,69.22700285714286,1,0.0,3.812875985104506,8.844084228170964,17.75783442129339,-97.8355247757267
2026-06-26T09:00:00Z,69.35427,2026-06-26T14:00:00Z,69.30561,1,13.687621276661691,3.4219053191652926,7.908016348780354,15.816046385181984,-11.479261315360777
2026-06-29T09:00:00Z,70.02489,2026-06-29T14:00:00Z,70.14506,-1,5.304062849658281,3.182437709795149,7.43470224433501,14.86940979273287,-18.328591755365697
2026-06-29T15:00:00Z,70.37454,2026-06-29T20:00:00Z,70.59551,-1,-5.601155774315742,3.360693464588681,7.895952095628994,15.79189859010221,-30.684994556163915
2026-06-30T16:00:00Z,69.84476000000001,2026-06-30T22:00:00Z,69.97494,1,31.29439202800025,3.1294392028000546,7.292620841729048,14.585272977850122,8.105121836110385
2026-07-01T02:00:00Z,69.84476000000001,2026-07-01T07:00:00Z,69.48543,1,-23.77887289606927,3.754558878326491,8.718723364723616,17.437422950574334,-51.49303317799122
2026-07-02T17:00:00Z,68.02689,2026-07-02T18:00:00Z,68.69439,-1,-45.71789678882056,3.9186768676132546,8.929441954107912,17.839123326998074,-93.92033823009052
2026-07-02T19:00:00Z,68.34657,2026-07-03T01:00:00Z,68.49341,-1,2.44398742792141,3.66598114188024,8.360879768921153,16.721761981829736,-24.221144430866286
2026-07-03T02:00:00Z,68.79612,2026-07-03T07:00:00Z,69.00392000000001,-1,-5.090273623205699,3.817705217403678,8.767998861107259,17.535992631940896,-33.02988710768289
2026-07-03T13:00:00Z,68.32324,2026-07-03T18:00:00Z,68.54630999999999,1,57.4011333116385,11.480226662327627,8.729408095393246,17.466527076361356,21.896653109063443
2026-07-05T23:00:00Z,68.38329999999999,2026-07-06T04:00:00Z,68.32659,1,14.043772807601044,3.830119856618486,8.726921071418817,17.45385618661044,-13.782678962977974
2026-07-06T08:00:00Z,68.00292,2026-07-06T13:00:00Z,68.18673,1,44.83004120805116,3.8425749606901616,8.72198231658595,17.444009463213106,16.99314125041434
2026-07-07T01:00:00Z,68.76615,2026-07-07T05:00:00Z,69.38865,-1,-12.68163343666017,3.8044900309977265,8.760142655574747,17.475290875716222,-85.54287882293788
2026-07-10T12:00:00Z,72.62228999999999,2026-07-10T17:00:00Z,71.15607,-1,193.37469336074722,3.5373419517209848,8.476553742960707,16.95330086061477,166.5914667601457
